EventTitle,DateTime,WeightClass,RedCorner,BlueCorner,RedCornerNation,BlueCornerNation
Jones vs Saint Preux,"
Sat, Apr 23 / 2:30 PM EDT / Main Card
",Middleweight Bout,Robert Whittaker,Rafael Natal,United States,Brazil
Jones vs Saint Preux,"
Sat, Apr 23 / 2:30 PM EDT / Main Card
",Lightweight Bout,Anthony Pettis,Edson Barboza,United States,United States
Jones vs Saint Preux,"
Sat, Apr 23 / 2:30 PM EDT / Main Card
",Flyweight Title Bout,Demetrious Johnson,Henry Cejudo,United States,Brazil
Jones vs Saint Preux,"
Sat, Apr 23 / 2:30 PM EDT / Main Card
",Light Heavyweight Interim Title Bout,Jon Jones,Ovince Saint Preux,United States,Mexico
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
",Welterweight Bout,Elizeu Zaleski dos Santos,Omari Akhmedov,United States,Brazil
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
",Middleweight Bout,Oluwale Bamgbose,Cezar Ferreira,United States,United States
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
",Bantamweight Bout,John Dodson,Manny Gamburyan,United States,Russia
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
",Welterweight Bout,Randy Brown,Michael Graves,Brazil,United States
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
",Welterweight Bout,Court McGee,Santiago Ponzinibbio,United States,United States
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
",Women's Bantamweight Bout,Bethe Correia,Raquel Pennington,United States,Brazil
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
",Lightweight Bout,Beneil Dariush,Michael Chiesa,Argentina,United States
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
",Featherweight Bout,Cub Swanson,Hacran Dias,United States,Jamaica
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
", Bout,Khabib Nurmagomedov,Darrell Horcher,Armenia,United States
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
",Women's Strawweight Bout,Rose Namajunas,Tecia Torres,Brazil,Nigeria
Teixeira vs Evans,"
Sat, Apr 16 / 8:00 PM EDT / Main Card
",Light Heavyweight Bout,Glover Teixeira,Rashad Evans,Russia,Brazil
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Middleweight Bout,Alessio Di Chirico,Bojan Velickovic,Brazil,United States
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Heavyweight Bout,Jared Cannonier,Cyril Asker,Brazil,United States
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Featherweight Bout,Rob Whiteford,Lucas Martins,United States,Cameroon
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Bantamweight Bout,Filip Pejic,Damian Stasiak,Poland,United States
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Lightweight Bout,Mairbek Taisumov,Damir Hadzovic,Poland,Croatia
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Bantamweight Bout,Ian Entwistle,Alejandro Pérez,Romania,Ukraine
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Welterweight Bout,Nicolas Dalby,Zak Cummings,United States,Denmark
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Women's Strawweight Bout,Maryna Moroz,Cristina Stanciu,Mexico,United Kingdom
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Light Heavyweight Bout,Igor Pokrajac,Jan Błachowicz,Denmark,Russia
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Heavyweight Bout,Timothy Johnson,Marcin Tybura,Poland,Croatia
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Heavyweight Bout,Francis Ngannou,Curtis Blaydes,Brazil,United Kingdom
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Heavyweight Bout,Derrick Lewis,Gabriel Gonzaga,France,United States
Rothwell vs Dos Santos,"
Sun, Apr 10 / 2:00 PM EDT / Main Card
",Heavyweight Bout,Ben Rothwell,Junior Dos Santos,Serbia,Italy
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Lightweight Bout,Alan Patrick,Damien Brown,United States,New Zealand
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Lightweight Bout,Ross Pearson,Chad Laprise,United States,Cuba
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Welterweight Bout,Rich Walsh,Viscardi Andrade,United States,Australia
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Women's Bantamweight Bout,Leslie Smith,Rin Nakai,Brazil,Australia
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Featherweight Bout,Dan Hooker,Mark Eddiva,Canada,New Zealand
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Welterweight Bout,Brendan O'Reilly,Alan Jouban,South Korea,Australia
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Women's Strawweight Bout,Bec Rawlings,Seohee Ham,United States,Australia
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Light Heavyweight Bout,James Te Huna,Steve Bosse,Philippines,New Zealand
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Middleweight Bout,Daniel Kelly,Antonio Carlos Junior,Japan,United States
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Lightweight Bout,Jake Matthews,Johnny Case,Brazil,Australia
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Welterweight Bout,Hector Lombard,Neil Magny,Canada,United Kingdom
Hunt vs Mir,"
Sat, Mar 19 / 10:00 PM EDT / Main Card
",Heavyweight Bout,Mark Hunt,Frank Mir,Australia,Brazil
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Featherweight Bout,Julian Erosa,Teruto Ishihara,United States,Ireland
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Lightweight Bout,Jason Saggo,Justin Salas,United States,United States
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Lightweight Bout,Diego Sanchez,Jim Miller,Albania,United States
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Featherweight Bout,Darren Elkins,Chas Skelly,United States,United States
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Middleweight Bout, vs Marcelo Guimaraes,Marcelo Guimaraes,Kyrgyzstan,Brazil
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Welterweight Bout,Erick Silva,Nordine Taleb,Afghanistan,United States
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Welterweight Bout,Brandon Thatch,Siyar Bahadurzada,Canada,Brazil
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Women's Bantamweight Bout,Amanda Nunes,Valentina Shevchenko,Brazil,
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Light Heavyweight Bout,Corey Anderson,Tom Lawlor,United States,United States
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Light Heavyweight Bout,Gian Villante,Ilir Latifi,United States,United States
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Women's Bantamweight Title Bout,Holly Holm,Miesha Tate,United States,Canada
McGregor vs Diaz,"
Sat, Mar 5 / 1:30 PM EST / Main Card
",Welterweight Bout,Conor McGregor,Nate Diaz,Japan,United States
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Lightweight Bout,David Teymur,Martin Svensson,United Kingdom,Brazil
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Lightweight Bout,Teemu Packalen,Thibault Gouti,Brazil,Iran
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Heavyweight Bout,Daniel Omielanczuk,Jarjis Danho,Japan,United Kingdom
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Lightweight Bout,Norman Parke,Rustam Khabilov,United Kingdom,United States
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Middleweight Bout,Bradley Scott,Krzysztof Jotko,Finland,United Kingdom
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Featherweight Bout,Arnold Allen,Yaotzin Meza,Ecuador,England
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Middleweight Bout,Scott Askham,Chris Dempsey,United States,United Kingdom
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Bantamweight Bout,Davey Grant,Marlon Vera,United States,England
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Featherweight Bout,Mike Wilkinson,Makwan Amirkhani,Poland,United Kingdom
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Bantamweight Bout,Francisco Rivera,Brad Pickett,Russia,Ireland
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Welterweight Bout,Tom Breese,Keita Nakamura,Syria,Poland
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Middleweight Bout,Gegard Mousasi,Thales Leites,France,Finland
Silva vs Bisping,"
Sat, Feb 27 / 6:45 AM EST / Main Card
",Middleweight Bout,Anderson Silva,Michael Bisping,Sweden,Sweden
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Heavyweight Bout,Anthony Hamilton,Shamil Abdurakhimov,Brazil,United States
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Women's Bantamweight Bout,Lauren Murphy,Kelly Faszholz,Brazil,United States
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Women's Bantamweight Bout,Marion Reneau,Ashlee Evans-Smith,Brazil,United States
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Welterweight Bout,Jonavin Webb,Nathan Coy,Japan,United States
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Middleweight Bout,Anthony Smith,Leonardo Augusto Leleco,United States,United States
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Middleweight Bout, vs Oluwale Bamgbose,Oluwale Bamgbose,Canada,United States
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Welterweight Bout,Alex Garcia,Sean Strickland,United States,Dominican Republic
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Lightweight Bout,James Krause,Shane Campbell,Nigeria,
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Middleweight Bout,Chris Camozzi,Joe Riggs,Brazil,United States
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Featherweight Bout,Dennis Bermudez,Tatsuya Kawajiri,United States,United States
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
", Bout,Cody Garbrandt,Augusto Mendes,United States,United States
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Middleweight Bout,Derek Brunson,Roan Carneiro,United States,United States
Cowboy vs Cowboy,"
Sun, Feb 21 / 9:00 PM EST / Main Card
",Welterweight Bout,Donald Cerrone,Alex Oliveira,Russia,United States
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Featherweight Bout,Artem Lobov,Alex White,United States,United States
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Welterweight Bout,Mickey Gall,Mike Jackson,United States,United States
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Featherweight Bout,Noad Lahat,Diego Rivas,Brazil,Haiti
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Flyweight Bout,Ray Borg,Justin Scoggins,United States,United States
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Heavyweight Bout,Derrick Lewis,Damian Grabowski,United States,Canada
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Lightweight Bout,Joshua Burkman,KJ Noons,United States,United States
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Welterweight Bout,Mike Pyle,Sean Spencer,United States,United States
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Light Heavyweight Bout,Misha Cirkunov,Alex Nicholson,Poland,United States
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Flyweight Bout,Joseph Benavidez,Zach Makovsky,United States,United States
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Light Heavyweight Bout,Ovince Saint Preux,Rafael Cavalcante,Chile,Israel
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Heavyweight Bout,Roy Nelson,Jared Rosholt,United States,United States
Hendricks vs Thompson,"
Sat, Feb 6 / 10:00 PM EST / Main Card
",Welterweight Bout,Johny Hendricks,Stephen Thompson,United States,Russia
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Lightweight Bout,Anthony Rocco Martin,Felipe Olivieri,United States,United States
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Featherweight Bout,Damon Jackson,Levan Makashvili,United States,United States
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Welterweight Bout,Matt Dwyer,Randy Brown,Puerto Rico,Brazil
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Featherweight Bout,Alex Caceres,Masio Fullen,United States,United States
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Welterweight Bout,George Sullivan,Alexander Yakovlev,United States,Belgium
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Flyweight Bout,Dustin Ortiz,Wilson Reis,Brazil,Canada
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Middleweight Bout,Rafael Natal,Kevin Casey,United States,Brazil
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Lightweight Bout,Olivier Aubin-Mercier,Diego Ferreira,Brazil,United States
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Welterweight Bout,Tarec Saffiedine,Jake Ellenberger,Russia,United States
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Welterweight Bout,Sage Northcutt,Bryan Barberena,Mexico,United States
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Bantamweight Bout,Iuri Alcantara,Jimmie Rivera,Jamaica,Canada
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Heavyweight Bout,Josh Barnett,Ben Rothwell,United States,United States
Johnson vs Bader,"
Sat, Jan 30 / 8:00 PM EST / Main Card
",Light Heavyweight Bout,Anthony Johnson,Ryan Bader,Brazil,United States
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Light Heavyweight Bout,Francimar Barroso,Elvis Mutapcic,United States,United States
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Bantamweight Bout,Rob Font,Joey Gomez,United States,United States
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Featherweight Bout,Charles Rosa,Kyle Bochniak,United States,United States
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Light Heavyweight Bout,Ilir Latifi,Sean O'Connell,Brazil,United Kingdom
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Lightweight Bout,Paul Felder,Daron Cruickshank,United States,Canada
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Featherweight Bout,Maximo Blanco,Luke Sanders,United States,United States
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Lightweight Bout,Chris Wade,Mehdi Baghdad,France,United States
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Light Heavyweight Bout,Tim Boetsch,Ed Herman,United States,Venezuela
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Welterweight Bout,Patrick Cote,Ben Saunders,United States,United States
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Lightweight Bout,Ross Pearson,Francisco Trinaldo,United States,Albania
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Heavyweight Bout,Travis Browne,Matt Mitrione,United States,United States
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Lightweight Bout,Anthony Pettis,Eddie Alvarez,United States,Puerto Rico
Dillashaw vs Cruz,"
Sun, Jan 17 / 10:00 PM EST / Main Card
",Bantamweight Title Bout,TJ Dillashaw,Dominick Cruz,,Brazil
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Welterweight Bout,Sheldon Westcott,Edgar Garcia,United States,United States
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Bantamweight Bout,Joe Soto,Michinori Tanaka,United States,United States
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Lightweight Bout,Dustin Poirier,Joe Duffy,Russia,United States
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Lightweight Bout,Scott Holtzman,Drew Dober,United States,Brazil
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Women's Strawweight Bout,Justine Kish,Nina Nunes,United States,United States
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Welterweight Bout,Kyle Noke,Alex Morono,Japan,United States
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Bantamweight Bout,Michael McDonald,Masanori Kanehara,United States,Australia
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Lightweight Bout,Abel Trujillo,Tony Sims,United States,Russia
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Featherweight Bout,Diego Brandao,Brian Ortega,United States,United States
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Welterweight Bout,Lorenz Larkin,Albert Tumenov,Ireland,United States
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Heavyweight Bout,Stipe Miocic,Andrei Arlovski,Japan,United States
Lawler vs Condit,"
Sat, Jan 2 / 1:30 PM EST / Main Card
",Welterweight Title Bout,Robbie Lawler,Carlos Condit,Mexico,Canada
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Heavyweight Bout,Francis Ngannou,Luis Henrique,United States,Brazil
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Welterweight Bout,Hayder Hassan,Vicente Luque,Netherlands,Brazil
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Welterweight Bout,Kamaru Usman,Leon Edwards,United States,United States
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Featherweight Bout,Cole Miller,Jim Alers,Poland,Canada
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Lightweight Bout,Nik Lentz,Danny Castillo,United States,Brazil
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Middleweight Bout,Josh Samman,Tamdan McCrory,United States,United States
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Women's Bantamweight Bout,Sarah Kaufman,Valentina Shevchenko,Kyrgyzstan,Canada
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Middleweight Bout,CB Dollaway,Nate Marquardt,United States,United States
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Featherweight Bout,Charles Oliveira,Myles Jury,United States,United States
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Women's Strawweight Bout,Randa Markos,Karolina Kowalkiewicz,United States,United States
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Lightweight Bout,Michael Johnson,Nate Diaz,England,Nigeria
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Heavyweight Bout,Junior Dos Santos,Alistair Overeem,Brazil,United States
Dos Anjos vs Cowboy 2,"
Sat, Dec 19 / 3:00 PM EST / Main Card
",Lightweight Title Bout,Rafael Dos Anjos,Donald Cerrone,,Cameroon
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Welterweight Bout,Court McGee,Court McGee vs ,Ireland,Brazil
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Lightweight Bout,John Makdessi,Yancy Medeiros,United States,United States
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Lightweight Bout,Joe Proctor,Magomed Mustafaev,Cuba,Brazil
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Lightweight Bout,Leonardo Santos,Kevin Lee,Iceland,Brazil
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Welterweight Bout,Warlley Alves,Colby Covington,United States,United States
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Women's Strawweight Bout,Tecia Torres,Jocelyn Jones-Lybarger,United States,United States
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Bantamweight Bout,Urijah Faber,Frankie Saenz,United States,United States
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Featherweight Bout,Max Holloway,Jeremy Stephens,United States,Brazil
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Welterweight Bout,Demian Maia,Gunnar Nelson,United States,Brazil
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Middleweight Bout,Ronaldo Souza,Yoel Romero,Russia,United States
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Middleweight Title Bout,Chris Weidman,Luke Rockhold,United States,Canada
Aldo vs McGregor,"
Sat, Dec 12 / 1:30 PM EST / Main Card
",Featherweight Title Bout,José Aldo,Conor McGregor,,United States
Team McGregor vs Teab Faber,"
Fri, Dec 11 / 6:00 PM EST / Main Card
",Lightweight Bout,Chris Gruetzemacher,Abner Lloveras,United States,United States
Team McGregor vs Teab Faber,"
Fri, Dec 11 / 6:00 PM EST / Main Card
",Flyweight Bout,Joby Sanchez,Geane Herrera,United States,Russia
Team McGregor vs Teab Faber,"
Fri, Dec 11 / 6:00 PM EST / Main Card
",Welterweight Bout,Ryan LaFlare,Mike Pierce,United States,Brazil
Team McGregor vs Teab Faber,"
Fri, Dec 11 / 6:00 PM EST / Main Card
",Heavyweight Bout,Gabriel Gonzaga,Konstantin Erokhin,United States,United States
Team McGregor vs Teab Faber,"
Fri, Dec 11 / 6:00 PM EST / Main Card
",Lightweight Bout,Julian Erosa,Marcin Wrzosek,United States,Japan
Team McGregor vs Teab Faber,"
Fri, Dec 11 / 6:00 PM EST / Main Card
",Featherweight Bout,Tatsuya Kawajiri,Jason Knight,,United States
Team McGregor vs Teab Faber,"
Fri, Dec 11 / 6:00 PM EST / Main Card
",Lightweight Bout,Joe Lauzon,Evan Dunham,Russia,Brazil
Team McGregor vs Teab Faber,"
Fri, Dec 11 / 6:00 PM EST / Main Card
",Lightweight Bout,Edson Barboza,Tony Ferguson,United States,United States
Team McGregor vs Teab Faber,"
Fri, Dec 11 / 6:00 PM EST / Main Card
",Lightweight Bout,Artem Lobov,Ryan Hall,United States,United States
Team McGregor vs Teab Faber,"
Fri, Dec 11 / 6:00 PM EST / Main Card
",Featherweight Bout,Frankie Edgar,Chad Mendes,Spain,United States
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Women's Strawweight Bout,Kailin Curran,Emily Peters Kagan,United States,United States
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Featherweight Bout,Zubaira Tukhugov,Phillipe Nover,United States,United States
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Welterweight Bout,Danny Roberts,Nathan Coy,United States,United States
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Welterweight Bout,Santiago Ponzinibbio,Andreas Stahl,Brazil,Canada
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Bantamweight Bout,Aljamain Sterling,Johnny Eduardo,United States,United States
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Middleweight Bout,Antonio Carlos Junior,Kevin Casey,Brazil,Russia
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Welterweight Bout,Omari Akhmedov,Sergio Moraes,United States,Brazil
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Welterweight Bout,Tim Means,John Howard,Brazil,Jamaica
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Middleweight Bout,Elias Theodorou,Thiago Santos,Sweden,Argentina
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Lightweight Bout,Sage Northcutt,Cody Pfister,United States,England
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Lightweight Bout,Jim Miller,Michael Chiesa,United States,Russia
Namajunas vs VanZant,"
Thu, Dec 10 / 1:45 PM EST / Main Card
",Women's Strawweight Bout,Rose Namajunas,Paige VanZant,United States,United States
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Welterweight Bout,Dominique Steele,Dong Hyun Ma,United States,United States
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Bantamweight Bout,Ning Guangyou,Ning Guangyou vs ,,South Korea
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Flyweight Bout,Yao Zhikui,Fredy Serrano,Brazil,Japan
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Women's Strawweight Bout,Seohee Ham,Cortney Casey,United States,South Korea
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Lightweight Bout,Tae Hyun Bang,Tae Hyun Bang vs ,United States,South Korea
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Featherweight Bout,Yui Chul Nam,Mike De La Torre,United States,South Korea
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Middleweight Bout,Dongi Yang,Jake Collier,,South Korea
